FID,Codigo,Nome,Endereco,Numero,Bairro,CEP,DDD,Telefone,CodigoPonto,tematica,link,geomEquipamentoPublico,exibirWeb
EquipamentoPublicoDados.262,262,Fundação Casa Praia Grande I,Rua Couto de Magalhães,16,Ribeirópolis,        ,  ,,271,Segurança,,POINT (345487.8020250354 7342127.529374386),1
EquipamentoPublicoDados.263,263,Fundação Casa Praia Grande II,Rua Couto de Magalhães,16,Ribeirópolis,        ,  ,,272,Segurança,,POINT (345435.33071684156 7342172.641128677),1
EquipamentoPublicoDados.264,264,"CDP ""ASP Charles Demitre Teixeira"" de Praia Grande",Rua Serra da Leoa,300,Andaraguá,11717900,  ,,273,Segurança,,POINT (346413.32190757315 7343825.632418718),1
EquipamentoPublicoDados.265,265,Escola Estadual Professor Júlio Pardo Couto,Avenida Júlio Prestes de Albuquerque,934,Nova Mirim,11717110,13,34713139,274,Educação,,POINT (347370.8198835132 7342725.5668131765),1
EquipamentoPublicoDados.266,266,Escola Estadual Professora Marlene Leite da Silva,Avenida Santo Antonio de Pádua,379,Nova Mirim,11717410,13,34721308,275,Educação,,POINT (347463.67952913564 7342261.223682764),1
EquipamentoPublicoDados.267,267,Escola Municipal Leopoldo Estásio Vanderlinde,Avenida Júlio Prestes de Albuquerque,887,Nova Mirim,11717110,13,34965364,276,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/31,POINT (347367.4836582731 7342691.277564896),1
EquipamentoPublicoDados.268,268,Escola Municipal Maestro Luiz Arruda Paes,Rua Quartzo,921,Nova Mirim,11717074,13,34965340,277,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/30,POINT (347404.89883957535 7342255.14535343),1
EquipamentoPublicoDados.269,269,Escola Municipal Governador Mário Covas,Avenida Júlio Prestes de Albuquerque,1000,Nova Mirim,11717110,13,34965316,278,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/29,POINT (347301.1302595772 7342780.2106693275),1
EquipamentoPublicoDados.270,270,Campo do Galo de Ouro,Avenida São Jorge,851,Nova Mirim,        ,  ,,279,Esporte,,POINT (347731.82929652516 7342769.073110646),1
EquipamentoPublicoDados.271,271,Ginásio Aloha,Rua Zenji Sasaki,181,Nova Mirim,11717027,  ,,280,Esporte,,POINT (347047.1323575408 7341880.875743983),1
EquipamentoPublicoDados.272,272,E.E.E. Brasil para Cristo,Rua Brasil para Cristo (Entre a Rua Atriz Dina Sfat e a Rua Ator Lauro Corona - Núcleo Mirim),S/N,Nova Mirim,        ,  ,,281,Saneamento - Rede de Esgotamento Sanitário,,POINT (348057.8089485359 7342469.789711826),0
EquipamentoPublicoDados.273,273,E.E.E. Família Militar,Avenida Paulo Lucania com Rua Quartzo,S/N,Nova Mirim,        ,  ,,282,Saneamento - Rede de Esgotamento Sanitário,,POINT (347400.2555509252 7342207.916264242),0
EquipamentoPublicoDados.274,274,PEV – Ecoponto Nova Mirim,"Rua Martiniano José das Neves, s/n°",,Nova Mirim,11717130,  ,,283,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (347918.97001523507 7342495.363324124),1
EquipamentoPublicoDados.275,275,CAPS II Nova Mirim - Centro de Atenção Psicossocial II,Rua Nossa Senhora da Conceição,400,Nova Mirim,11718180,13,34965279,284,Saúde,,POINT (347709.0237220202 7342406.142009656),1
EquipamentoPublicoDados.276,276,USAFA Mirim II,Rua Nossa Senhora da Conceição,400,Nova Mirim,11718180,13,34965212,285,Saúde,,POINT (347695.2081283679 7342386.557199346),1
EquipamentoPublicoDados.277,277,Academia de Saúde Aloha,Rua Walter Feliciano,220,Nova Mirim,        ,  ,,286,Saúde,,POINT (346998.43023408775 7341848.608467717),1
EquipamentoPublicoDados.278,278,USAFA Aloha,Rua Zenji Sasaki,269,Nova Mirim,11717027,13,34965158,287,Saúde,,POINT (347025.3533230917 7341848.2835179595),1
EquipamentoPublicoDados.279,279,Escola Estadual Professor Pedro Paulo Gonçalves Lopes,Rua Josefa Alves de Siqueira,625,Anhanguera,11718000,13,34716662,288,Educação,,POINT (348688.0262731037 7342902.205599905),1
EquipamentoPublicoDados.280,280,Escola Municipal Ophélia Caccetari dos Reis,Rua Josefa Alves de Siqueira,552,Anhanguera,11718420,13,34965329,289,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/59,POINT (348706.8197465343 7342924.5988427615),1
EquipamentoPublicoDados.281,281,Escola Municipal Pablo Trevisan Perutich,Rua Alfred Niederbichler,243,Anhanguera,11704460,13,34965344,290,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/1,POINT (348610.2434114661 7342554.446404469),1
EquipamentoPublicoDados.282,282,Escola Municipal Paulo Shigueo Yamauti,Rua Oscar Menezes Barbosa,151,Anhanguera,11717440,13,34965330,291,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/61,POINT (348634.6608212089 7342643.644428862),1
EquipamentoPublicoDados.283,283,PIC Vila Alice - Programa de Integração e Cidadania,Rua Renata Câmara Agondi,50,Anhanguera,11717430,13,34712120,292,Assistência Social,mailto:picvilaalice@praiagrande.sp.gov.br,POINT (348688.02930252324 7342567.551324402),1
EquipamentoPublicoDados.284,284,E.E.E. Anhanguera,Rua Clovis Batista dos Santos com Rua José Barbosa de Andrade,S/N,Anhanguera,        ,  ,,293,Saneamento - Rede de Esgotamento Sanitário,,POINT (348509.12592237425 7342969.023770387),0
EquipamentoPublicoDados.285,285,Academia de Saúde Santa Marina,Rua Clovis Batista dos Santos ,640,Anhanguera,11717510,  ,,294,Saúde,,POINT (348506.558189855 7342999.888504489),1
EquipamentoPublicoDados.286,286,USAFA Anhanguera,Rua Josefa Alves De Siqueira,648,Anhanguera,11718000,13,34965216,295,Saúde,,POINT (348659.865076277 7342960.671055575),1
EquipamentoPublicoDados.287,287,USAFA Santa Marina,Rua Clovis Batista dos Santos,598,Anhanguera,11717510,13,34965159,296,Saúde,,POINT (348527.9911496284 7342986.985355786),1
EquipamentoPublicoDados.288,288,USAFA Vila Alice,Rua Renata Câmara Agondi,46,Anhanguera,11717430,13,34965217,297,Saúde,,POINT (348673.9562423649 7342547.742231807),1
EquipamentoPublicoDados.289,289,Pavilhão de Eventos Jair Rodrigues,Rua Savério Fittipaldi,645,Quietude,        ,  ,,298,Cultura,,POINT (349955.4883915439 7342984.035749806),1
EquipamentoPublicoDados.290,290,Escola Estadual Lions Clube Centro,Rua Oduvaldo D. Bruzzetti,906,Quietude,11718320,13,34714194,299,Educação,http://www.cidadaopg.sp.gov.br/escolas/lions_clube,POINT (349202.5063110157 7343306.719353475),1
EquipamentoPublicoDados.291,291,Escola Municipal Ary Cabral,Rua Ruy Manoel Sampaio Seabra Pereira,546,Quietude,11718330,13,34965303,300,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/9,POINT (349136.60860291094 7343221.019762065),1
EquipamentoPublicoDados.292,292,Escola Municipal Natale de Lucca,Rua Ruy Manoel Sampaio Seabra Pereira,476,Quietude,11718330,13,34965327,301,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/36,POINT (349210.76276461413 7343233.441121989),1
EquipamentoPublicoDados.293,293,Pista de Esportes Radicais Washington Xitão,Rua Savério Fittipaldi,421,Quietude,        ,  ,,302,Esporte,,POINT (349922.18994381814 7342974.276607038),1
EquipamentoPublicoDados.294,294,Espaço Alvorada,Avenida Ministro Marcos Freire,6400,Quietude,        ,  ,,303,Lazer,,POINT (350065.7420041146 7342959.398063244),1
EquipamentoPublicoDados.295,295,Secretaria de Assuntos Institucionais,Avenida Ministro Marcos Freire,6650,Quietude,11718380,13,34965391,443,Administrativo/Serviços,,POINT (349822.4370029629 7342818.258068641),1
EquipamentoPublicoDados.296,296,PIC Quietude,Rua Milton Daniels,425,Quietude,11718140,13,34728246,305,Assistência Social,,POINT (349904.2945307341 7342876.009675732),0
EquipamentoPublicoDados.297,297,PIC Quietude - Programa de Integração e Cidadania,Rua Milton Daniels,425,Quietude,11718140,13,34965063,306,Assistência Social,mailto:picquietude@praiagrande.sp.gov.br,POINT (349592.8615143994 7343113.186637922),1
EquipamentoPublicoDados.298,298,SAMU Regional Litoral Sul Quietude,Avenida Ministro Marcos Freire,7000,Quietude,11718380,13,34965271,308,Saúde,,POINT (349712.8292867197 7342796.807785944),1
EquipamentoPublicoDados.299,299,UPA - Quietude,Avenida Ministro Marcos Freire,6730,Quietude,11718380,13,34965271,308,Saúde,,POINT (349712.8292867197 7342796.807785944),1
EquipamentoPublicoDados.300,300,USAFA Quietude,Rua Ruy Manoel Sampaio Seabra Pereira,500,Quietude,11718330,13,34695208,309,Saúde,,POINT (349168.8351587375 7343225.492993839),1
EquipamentoPublicoDados.301,301,Guarda Civil Municipal - GCM,Avenida Ministro Marcos Freire,6660,Quietude,11718380,  ,,424,Administrativo/Serviços,,POINT (349763.0484538654 7342796.863047443),1
EquipamentoPublicoDados.302,302,Escola Estadual Professora Magali Alonso,Avenida Ministro Marcos Freire,32278,Tupiry,11719150,13,34943581,311,Educação,,POINT (351221.1921193805 7343294.264375285),1
EquipamentoPublicoDados.303,303,Escola Municipal Carlos Eduardo Conte de Castro,Rua Ildefonso Galeano,126,Tupiry,11719100,13,34965347,312,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/77,POINT (350615.80826930684 7343370.239763052),1
EquipamentoPublicoDados.304,304,Escola Municipal Professora Esmeralda dos Santos Novaes,Rua Savério Fittipaldi,100,Tupiry,11718180,13,34965348,313,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/38,POINT (350130.85127825005 7343071.749656538),1
EquipamentoPublicoDados.305,305,Escola Municipal Juliana Arias Rodrigues de Oliveira,Rua Ildefonso Galeano,150,Tupiry,11719100,13,34715768,314,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/54,POINT (350589.65477317217 7343361.827869228),1
EquipamentoPublicoDados.306,306,Escola Municipal Doutor Roberto Shoji,Rua Ildefonso Galeano,100,Tupiry,11719100,13,34965308,315,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/13,POINT (350658.60496138665 7343386.252096147),1
EquipamentoPublicoDados.307,307,Escola Municipal Sebastião Tavares de Oliveira,Rua Savério Fittipaldi,50,Tupiry,11718180,13,34965410,316,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/72,POINT (350179.7041468662 7343076.44770929),1
EquipamentoPublicoDados.308,308,Campo do Unidos,Rua Ariovaldo Augusto de Oliveira,26.466,Tupiry,        ,  ,,317,Esporte,,POINT (350913.78209741483 7343434.859698738),1
EquipamentoPublicoDados.309,309,Ginásio SEEL,Avenida Ministro Marcos Freire,33579,Tupiry,11719150,  ,,318,Esporte,,POINT (351192.7159943617 7343286.3944626795),1
EquipamentoPublicoDados.310,310,Secretaria de Esporte e Lazer,Rua João Balbino Correa,245,Tupiry,11719140,13,34965601,319,Administrativo/Serviços,,POINT (351151.9960693452 7343307.387791291),1
EquipamentoPublicoDados.311,311,E.E.E. (SABESP),Rua Sambista Jovelina Pérola Negra (Entre as Ruas Cantor Raul Seixas e Projetada 14),S/N,Tupiry,        ,  ,,320,Saneamento - Rede de Esgotamento Sanitário,,POINT (349786.7350164683 7344148.552290926),0
EquipamentoPublicoDados.312,312,E.E.E. (SABESP),Rua Cantor Emílio Santiago com Rua Cantor Waldick Soriano,S/N,Tupiry,        ,  ,,321,Saneamento - Rede de Esgotamento Sanitário,,POINT (350460.27781235176 7343767.02256829),0
EquipamentoPublicoDados.313,313,USAFA Tupiry,Rua Ildefonso Galeano,368,Tupiry,11719100,13,34695209,322,Saúde,,POINT (350477.150344865 7343323.767367085),1
EquipamentoPublicoDados.314,314,Escola Estadual Professora Sylvia de Mello,Avenida do Trabalhador,4279,Antártica,11720090,13,34812615,323,Educação,,POINT (352194.11268711014 7344045.403379151),1
EquipamentoPublicoDados.315,315,Escola Municipal Idílio Perticaratti,Rua Luzia Borba Ranciaro,246,Antártica,11720170,13,34965317,324,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/3,POINT (351764.4713724642 7344250.46205954),1
EquipamentoPublicoDados.316,316,Escola Municipal Thereza Magri,Rua Leonora Cembroli Martins,280,Antártica,11720050,13,34965337,325,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/44,POINT (351408.6848895914 7344060.07857918),1
EquipamentoPublicoDados.317,317,Campo do Botafogo,Avenida do Trabalhador,8722,Antártica,        ,  ,,326,Esporte,,POINT (352510.7570278982 7344086.378382478),1
EquipamentoPublicoDados.318,318,Campo do Palmeiras,Avenida João Baptista de Siqueira,501,Antártica,        ,  ,,327,Esporte,,POINT (351685.00937835214 7344359.188680471),1
EquipamentoPublicoDados.319,319,Campo do Magic Paula,Avenida do Trabalhador,8825,Antártica,        ,  ,,328,Esporte,,POINT (352327.20123341464 7344086.898884449),1
EquipamentoPublicoDados.320,320,Ginásio Magic Paula,Rua Maria Rosa Correia,500,Antártica,11721070,  ,,329,Esporte,,POINT (352305.3853513855 7343999.901267107),1
EquipamentoPublicoDados.321,321,Cemitério Municipal Morada da Grande Planície,Avenida Ministro Marcos Freire,3377,Antártica,        ,  ,,330,Administrativo/Serviços,,POINT (352991.8381757735 7343940.258045301),1
EquipamentoPublicoDados.322,322,Espaço São Jorge,Avenida João Baptista de Siqueira,250,Antártica,        ,  ,,331,Lazer,,POINT (351882.7648068976 7344188.37499521),1
EquipamentoPublicoDados.323,323,Divisão de Iluminação Pública e Divisão de Limpeza Urbana,Rua José Julio Martins Baptista,25,Antártica,11721220,  ,,333,Administrativo/Serviços,,POINT (352763.35757233866 7344171.65956486),1
EquipamentoPublicoDados.324,324,Divisão de Manutenção da Orla da Praia e Divisão de Serviços Gerais,Rua José Julio Martins Baptista,25,Antártica,11721220,  ,,333,Administrativo/Serviços,,POINT (352763.35757233866 7344171.65956486),1
EquipamentoPublicoDados.325,325,Divisão de Manutenção de Drenagem,Rua José Julio Martins Baptista,25,Antártica,11721220,  ,,333,Administrativo/Serviços,,POINT (352763.35757233866 7344171.65956486),1
EquipamentoPublicoDados.326,326,Pátio de Apreensão de Veículos,Rua Maria do Carmo Ferro Gomes Ornellas,455,Antártica,        ,  ,,335,Administrativo/Serviços,,POINT (352905.83363003924 7344259.773522485),1
EquipamentoPublicoDados.327,327,Conviver São Jorge,Avenida João Baptista de Siqueira,130,Antártica,11720120,13,34965048,336,Assistência Social,mailto:conviversaojorge@praiagrande.sp.gov.br,POINT (351960.1593145091 7344101.00225582),1
EquipamentoPublicoDados.328,328,Academia de Saúde Antártica,Rua Samael Aun Weor,415,Antártica,        ,  ,,337,Saúde,,POINT (352563.41074698494 7344135.980925661),1
EquipamentoPublicoDados.329,329,Academia de Saúde São jorge,Avenida do Trabalhador,4242,Antártica,11720090,  ,,338,Saúde,,POINT (351996.25518583105 7344055.200232418),1
EquipamentoPublicoDados.330,330,USAFA Antártica,Avenida do Trabalhador,3801,Antártica,11720090,13,34965246,339,Saúde,,POINT (352556.9433104353 7344165.62157859),1
EquipamentoPublicoDados.331,331,USAFA São Jorge,Avenida do Trabalhador,4242,Antártica,11720090,13,34965211,340,Saúde,,POINT (352030.6153627312 7344018.217763974),1
EquipamentoPublicoDados.332,332,IML – Posto do Instituto Médico Legal,Rua José Julio Martins Baptista,225,Antártica,11721220,  ,,341,Segurança,,POINT (352831.390328392 7344021.362707169),1
EquipamentoPublicoDados.333,333,Escola Estadual Doutor Alfredo Reis Viegas,Rua Olga de Almeida Machado,25,Vila Sônia,11722200,13,34812602,342,Educação,,POINT (352659.9236299216 7344605.734373539),1
EquipamentoPublicoDados.334,334,CMST - Centro Municipal Sócio-Terapêutico Antonio Tavares de Santana - Centro Dia PcD,Rua João Andrade de Jesus,60,Vila Sônia,11722360,13,34965366,343,Assistência Social,,POINT (351848.588905792 7345333.404374651),1
EquipamentoPublicoDados.335,335,Escola Municipal Antonio Peres Ferreira,Rua João Roberto Correia,1077,Vila Sônia,11722210,13,34965352,344,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/6,POINT (351894.3076432922 7345410.0379130235),1
EquipamentoPublicoDados.336,336,Escola Municipal Idalina da Conceição Pereira,Rua João Roberto Correia,1171,Vila Sônia,11722210,13,34965345,345,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/56,POINT (351837.73505808495 7345447.052727324),1
EquipamentoPublicoDados.337,337,Escola Municipal Professora Maria Nilza Silva Romão,Rua do Maçom,1000,Vila Sônia,11723050,13,34965332,346,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/78,POINT (353051.93120716367 7344729.086719784),1
EquipamentoPublicoDados.338,338,Escola Municipal Newton de Almeida Castro,Rua Antonio Candido da Silva,450,Vila Sônia,11722000,13,34965328,347,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/57,POINT (352984.58853253647 7344735.207329754),1
EquipamentoPublicoDados.339,339,Escola Municipal Professora Sônia Marize Domingues,Rua José de Oliveira,1051,Vila Sônia,11723060,13,34965328,348,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/79,POINT (353039.2475839757 7344779.831173555),1
EquipamentoPublicoDados.340,340,Campo do Estrela da Vila Sônia,Rua Antonio Candido da Silva,100,Vila Sônia,        ,  ,,349,Esporte,,POINT (352877.1624998112 7345268.841821363),1
EquipamentoPublicoDados.341,341,Espaço Vila Sônia,Rua Arnaldo Augusto Baptista,149,Vila Sônia,        ,  ,,350,Lazer,,POINT (352710.5410119945 7344577.724966294),1
EquipamentoPublicoDados.342,342,Terminal de Transbordo,Avenida do Trabalhador,2472,Vila Sônia,11723000,  ,,351,Saneamento - Coleta de Resíduos Domiciliares,,POINT (353859.8291130754 7344670.888513803),1
EquipamentoPublicoDados.345,345,CAFE Vila Sônia,Rua João Andrade de Jesus,450,Vila Sônia,11722360,13,35966668,355,Assistência Social,mailto:cafevilasonia@praiagrande.sp.gov.br,POINT (351813.6035251831 7345299.595928476),1
EquipamentoPublicoDados.346,346,CRAS Vila Sônia,Rua João Andrade de Jesus,450,Vila Sônia,11722360,13,35966668,355,Assistência Social,mailto:crasvilasonia@praiagrande.sp.gov.br,POINT (351813.6035251831 7345299.595928476),1
EquipamentoPublicoDados.348,348,E.E.E. (SABESP),Rua Pedro Batista Menezes (Próximo a Rua Elydio Julio Baptista),S/N,Vila Sônia,        ,  ,,358,Saneamento - Rede de Esgotamento Sanitário,,POINT (353155.136063366 7344597.905520617),0
EquipamentoPublicoDados.349,349,E.E.E. (SABESP),Rua Silvia Dias (Próximo a Rua Rosalina Santos Rosa),S/N,Vila Sônia,        ,  ,,359,Saneamento - Rede de Esgotamento Sanitário,,POINT (352578.79779884015 7345123.3098078305),0
EquipamentoPublicoDados.350,350,E.E.E. (SABESP),Rua Pedro Arnaldo Pereira (Próximo a Rua José Eduardo dos Santos),S/N,Vila Sônia,        ,  ,,360,Saneamento - Rede de Esgotamento Sanitário,,POINT (352115.3596328468 7345381.344892615),0
EquipamentoPublicoDados.351,351,Galpão de Triagem dos Materiais Recicláveis,Avenida do Trabalhador,2472,Vila Sônia,11702200,  ,,361,Saneamento - Galpões de Triagem,,POINT (353891.6110952704 7344599.434641587),1
EquipamentoPublicoDados.352,352,USAFA Vila Sônia,Rua Antonio Candido da Silva,1075,Vila Sônia,11722000,13,34965207,362,Saúde,,POINT (352984.8782313429 7344765.394831339),1
EquipamentoPublicoDados.353,353,Saúde Ambiental,Rua Antonio Candido da Silva,S/N°,Vila Sônia,11722000,13,34965275,363,Saúde,,POINT (352866.554893569 7345017.060363755),1
EquipamentoPublicoDados.355,355,Escola Municipal Professora Elza Oliveira de Carvalho,Rua Reinaldo dos Santos,1039,Glória,11724160,13,34965356,366,Educação,http://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/68,POINT (353744.33621086396 7344283.265218476),1
EquipamentoPublicoDados.356,356,Escola Municipal José Ribeiro dos Santos Cunha,Avenida Celso de Maria Glerean,331,Glória,11724190,13,34965343,367,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/2,POINT (354387.2847755112 7344698.124931973),1
EquipamentoPublicoDados.357,357,Divisão de Manutenção de Frota e Divisão de Controle Operacional de Frota,Rua Reinaldo dos Santos,357,Glória,11724160,  ,,368,Administrativo/Serviços,,POINT (354393.37269190553 7344554.985835443),1
EquipamentoPublicoDados.358,358,"Divisão de Praças e Áreas Verdes, Departamento de Resíduos Sólidos,  Divisão de Coleta Domiciliar e Seletiva",Rua Reinaldo dos Santos,357,Glória,11724160,  ,,368,Administrativo/Serviços,,POINT (354393.37269190553 7344554.985835443),1
EquipamentoPublicoDados.359,359,USAFA Guaramar,Avenida do Trabalhador,1717,Glória,11725160,13,34965210,370,Saúde,,POINT (354504.46699489263 7344754.776060384),1
EquipamentoPublicoDados.360,360,Escola Estadual Oswaldo Luiz Sanchez Toschi,Rua Saturnino de Brito,201,Sítio do Campo,11725160,13,34911245,371,Educação,http://www.educacao.sp.gov.br/cgrh/escolas/oswaldo-luiz-sanches-toschi/,POINT (354616.11188200087 7344957.227819018),1
EquipamentoPublicoDados.361,361,Escola Municipal Dorivaldo Francisco Loria,Rua Maria Luiza Lavalle,150,Sítio do Campo,11725100,13,34965307,372,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/53,POINT (355356.8169578745 7345654.348328581),1
EquipamentoPublicoDados.362,362,Escola de Educação Ambiental,Rua Paulo Sergio Garcia,611,Sítio do Campo,11726010,13,34965357,373,Educação,,POINT (356989.21865047916 7346386.900462127),1
EquipamentoPublicoDados.363,363,Departamento de Educação Ambiental,Rua Paulo Sergio Garcia,611,Sítio do Campo,11726010,  ,,373,Educação,,POINT (356989.21865047916 7346386.900462127),1
EquipamentoPublicoDados.364,364,Escola Municipal José Júlio Martins Baptista,Rua Comendador Luiz Caiaffa,98,Sítio do Campo,11724130,13,34965320,374,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/76,POINT (354777.7147925335 7344698.952298448),1
EquipamentoPublicoDados.365,365,Escola Municipal Luzia Borba Ranciaro,Rua Engenheiro Antonio Lotufo,839,Sítio do Campo,11725020,13,34965324,375,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/52,POINT (355168.6275323858 7345099.707830605),1
EquipamentoPublicoDados.366,366,Escola Municipal Ronaldo Sérgio Alves Lameira Ramos,Rua Maria Luiza Lavalle,250,Sítio do Campo,11725100,13,34965334,376,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/43,POINT (355261.34003341745 7345629.775842979),1
EquipamentoPublicoDados.367,367,Projeto Navega São Paulo,Rua Paulo Sergio Garcia,424,Sítio do Campo,        ,  ,,378,Esporte,,POINT (357063.39864285063 7346179.146469783),1
EquipamentoPublicoDados.368,368,Área de Lazer Ézio Dall' Acqua - Portinho,Rua Paulo Sergio Garcia,600,Sítio do Campo,        ,  ,,380,Turismo,,POINT (357091.63776173047 7346437.755380063),1
EquipamentoPublicoDados.369,369,Campo do AC Praia Grande,Avenida Irmãos Adorno,431,Sítio do Campo,        ,  ,,381,Esporte,,POINT (355318.77979106567 7345745.655192352),1
EquipamentoPublicoDados.370,370,Campo João Francisco Agostinho,Rua Amauzide Gama,101,Sítio do Campo,11726050,  ,,382,Esporte,,POINT (354499.3463368337 7345118.082659068),1
EquipamentoPublicoDados.371,371,Complexo Esportivo Cesário Reis de Lima,Rua Maria Luiza Lavalle,180,Sítio do Campo,11725100,13,34965428,383,Esporte,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=50&cdProjeto=76,POINT (355307.08680830617 7345641.465513325),1
EquipamentoPublicoDados.372,372,Pista Municipal de Atletismo,Rua José Bonifácio,440,Sítio do Campo,        ,  ,,385,Esporte,,POINT (356018.35692033585 7345302.133842071),1
EquipamentoPublicoDados.374,374,Pista de MotoCross,Rua Paulo Sergio Garcia,98,Sítio do Campo,        ,  ,,387,Esporte,,POINT (356981.66954523063 7346007.5292499205),1
EquipamentoPublicoDados.375,375,Polo Esportivo e Cultural Leopoldo Estásio Vanderlinde,Rua José Bonifácio,440,Sítio do Campo,11725420,  ,,388,Lazer,,POINT (355983.2253002515 7345298.894709163),1
EquipamentoPublicoDados.377,377,Espaço Sítio do Campo,Avenida Doutor Abrahão Ribeiro,120,Sítio do Campo,11725080,  ,,390,Lazer,,POINT (355567.70527619595 7345653.571842087),1
EquipamentoPublicoDados.378,378,Posto da Guarda Civil Municipal,Rua José Bonifácio,440,Sítio do Campo,        ,  ,,391,Segurança,,POINT (356000.4371560597 7345314.044429814),1
EquipamentoPublicoDados.379,379,Secretaria de Trânsito,Rua Amália Bellotti Pastorello,72,Sítio do Campo,11724030,  ,08007720194,392,Administrativo/Serviços,,POINT (355578.46122615243 7344895.102298337),1
EquipamentoPublicoDados.380,380,Secretaria de Transporte,Avenida do Trabalhador,2,Sítio do Campo,11725000,13,34916064,393,Administrativo/Serviços,,POINT (356157.33809768665 7345214.00650487),1
EquipamentoPublicoDados.381,381,Divisão de Portinho,Rua Paulo Sergio Garcia,502,Sítio do Campo,        ,  ,,394,Administrativo/Serviços,,POINT (357072.9115492366 7346345.591889694),1
EquipamentoPublicoDados.382,382,Academia ao Ar Livre Geraldo Bueno,Rua José Bonifácio ,440,Sítio do Campo,        ,  ,,509,Administrativo/Serviços,,POINT (355976.1642368874 7345326.818005194),1
EquipamentoPublicoDados.383,383,Praça de Exercício do Idoso,Rua José Bonifácio,440,Sítio do Campo,        ,  ,,509,Administrativo/Serviços,,POINT (355976.1642368874 7345326.818005194),1
EquipamentoPublicoDados.385,385,E.E.E. (SABESP),Rua Elvira Fernandes de Lima com Rua Carlota Gomes Alberto,S/N,Sítio do Campo,        ,  ,,398,Saneamento - Rede de Esgotamento Sanitário,,POINT (354179.599717766 7344827.524761121),0
EquipamentoPublicoDados.386,386,E.E.E. 4,Rua Saturnino de Brito com Rua Lyda Monteiro da Silva,S/N,Sítio do Campo,        ,  ,,399,Saneamento - Rede de Esgotamento Sanitário,,POINT (354520.0751103106 7345383.305645093),0
EquipamentoPublicoDados.387,387,E.E.E. 5,Rua Maximino Domingues Gracio com Rua Senador Azevedo Júnior,S/N,Sítio do Campo,        ,  ,,400,Saneamento - Rede de Esgotamento Sanitário,,POINT (354488.85059494886 7345025.28302125),0
EquipamentoPublicoDados.388,388,E.E.E. Tude Bastos,Rua Martin Francisco com Rua Engenheiro Antônio Lotufo,S/N,Sítio do Campo,        ,  ,,401,Saneamento - Rede de Esgotamento Sanitário,,POINT (354936.0894059202 7345069.655421475),0
EquipamentoPublicoDados.389,389,PEV – Ecoponto Sítio do Campo,Rua Saturnino de Brito,22,Sítio do Campo,11725160,  ,,402,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (354639.5249747772 7344850.529402455),1
EquipamentoPublicoDados.390,390,USAFA Tude Bastos,Rua Maria Luiza Lavalle,68,Sítio do Campo,11725100,13,34965206,403,Saúde,,POINT (355409.73414917 7345667.895723291),1
EquipamentoPublicoDados.391,391,1ª CIA - 45° BPM /I,Rua Amália Bellotti Pastorello,94,Sítio do Campo,11724030,  ,,405,Segurança,,POINT (355559.3903295429 7344894.211470817),1
